corsid,state,site_name,site_code,Latitue,,,coordinates_of_sites_dms_lat,Longitude,,,coordinates_of_sites_dms_long,coordinates_of_sites_dms_elp_height,gdc_username,vendor_username
50561A001,West Bengal,MALBAZAR,MALB,26,51,28.28397,26 51 28.2839713999392,88,44,25.24509,88 44 25.2450872880962,95.22603,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50562A001,West Bengal,MALDA,MALD,24,59,4.92396,24 59 4.92396122203148,88,8,20.05707,88 8 20.0570719617455,-30.00978,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50563A001,Maharashtra,MALEGAON,MALE,20,34,6.46584,20 34 6.46584,74,30,38.2881,74 30 38.2881,376.2963,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50564A001,Odisha,MALKANGIRI,MALK,18,21,48.43923,18 21 48.4392332488622,81,53,25.19422,81 53 25.1942173295031,116.43658,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50565A001,Maharashtra,MALWAN,MLWN,16,2,41.95655,16 2 41.95655,73,29,26.32109,73 29 26.32109,-21.686,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50566A001,Tamilnadu,MANAMELGUDI,MNME,10,2,18.44877,10 2 18.4487687408639,79,13,57.33989,79 13 57.3398853351742,-77.56798,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50567A001,Madhya Pradesh,MANASA,MANA,24,28,29.6676,24 28 29.6675954419299,75,8,21.89955,75 8 21.8995477228001,406.55167,Madhya Pradesh Geo-spatial Directorate,Trimble
50568A001,Madhya Pradesh,MANAWAR,MNWR,22,12,25.09382,22 12 25.0938169864005,75,6,21.99261,75 6 21.9926093676228,130.11538,Madhya Pradesh Geo-spatial Directorate,Trimble
50569A001,West Bengal,MANBAZAR,MANB,23,3,21.38197,23 3 21.3819663600915,86,39,18.56335,86 39 18.5633488152123,111.87917,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50570A001,Telangana,MANCHERIAL,MNCH,18,52,58.5358,18 52 58.5357985603257,79,26,49.99295,79 26 49.9929490477533,78.24314,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50571A001,Gujarat,MANDAL,MAND,23,17,32.08466,23 17 32.0846597,71,54,7.74445,71 54 7.744451218,-22.17846,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50572A001,Rajasthan,MANDAL,MAND,25,26,26.53884,25 26 26.5388447823977,74,34,34.43337,74 34 34.4333714936799,382.9306,Rajasthan Geo-spatial Directorate,Trimble
50573A001, Sikkim,MANGAN,MANG,27,29,23.0022,27 29 23.0021974039127,88,31,55.45843,88 31 55.4584290444315,1231.66319,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50574A001,Maharashtra,MANGAON,MAON,18,13,43.71116,18 13 43.71116,73,17,2.69982,73 17 2.69982,-60.082,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50575A001,Nagaland,MANGKOLEMBA,MNKO,26,30,14.48103601,26 30 14.481036008,94,26,17.87419148,94 26 17.874191484,505.964993,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50576A001,Rajasthan,MANGLIVAWAS,MANG,26,16,28.56608,26 16 28.566076,74,30,7.44739,74 30 7.447387,389.8688,Rajasthan Geo-spatial Directorate,Trimble
50577A001,Arunanchal Pradesh,MANMAO,MANM,27,14,44.74508431,27 14 44.745084306,95,55,1.266728491,95 55 1.266728491,476.617761,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50578A001,Kerla,MANNAKUDDY,MDDY,9,47,45.61873,9 47 45.618734572207,77,9,28.09188,77 9 28.0918820249273,966.72252,Kerla & Lakshdweep Wing,Hexagon
50579A001,Jharkhand,MANOHARPUR SIG W,MSIG,22,22,26.30929,22 22 26.3092929431401,85,12,27.32844,85 12 27.3284402405537,171.18884,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50580A001,Maharashtra,MANORA,MNRA,20,13,2.84535,20 13 2.84535,77,33,41.78676,77 33 41.78676,298.067,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50581A001,Punjab,MANSA,MANS,29,55,50.9296,29 55 50.92960401,75,33,12.76088,75 33 12.76087915,176.3188,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50582A001,Tripura,MANUBAZAR,MANU,23,5,10.15316814,23 5 10.153168139,91,38,27.69258009,91 38 27.692580086,-21.559669,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50583A001,Assam,MARGHERITA,MARG,27,17,16.36260584,27 17 16.362605835,95,39,40.27023234,95 39 40.27023234,91.885981,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50584A001,Arunanchal Pradesh,MARIYANG,MARI,28,29,28.84017097,28 29 28.840170974,95,12,42.5407386,95 12 42.540738595,1064.980657,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50585A001,Bihar,MASHRAKH,MASH,26,5,8.877781,26 5 8.87778106707939,84,47,59.485587,84 47 59.4855865287415,-6.736447,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50586A001,Gujarat,MASKA,MSKA,22,50,15.46977,22 50 15.469765781596,69,22,16.42906,69 22 16.4290640015183,-42.71316,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50587A001,Uttarpradesh,MATHURA,MATH,27,28,17.3689,27 28 17.36889943,77,41,38.13109,77 41 38.13108837,122.2497,Uttar Pradesh Geo-spatial Directorate,Trimble
50588A001,Uttarpradesh,MAURANIPUR,MAUR,25,15,18.2936,25 15 18.2936021457825,79,8,38.67785,79 8 38.677845526776,146.4604,Uttar Pradesh Geo-spatial Directorate,Trimble
50589A001,Andaman & Nicobar Islands,MAYABUNDAR,MAYA,12,54,38.56996,12 54 38.569956,92,54,1.24519,92 54 1.24518614,-31.05566,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50590A001,Arunanchal Pradesh,MEBO,MEBO,28,10,4.31235358,28 10 4.31235358,95,25,16.44662161,95 25 16.446621612,380.692606,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50591A001,Maharashtra,MEDHA,MEDH,17,47,37.64791,17 47 37.64791,73,49,38.29522,73 49 38.29522,636.7143,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50592A001,Telangana,MEDIPALLI,MEDI,18,48,43.30826,18 48 43.3082599485798,78,48,26.77005,78 48 26.7700474771836,241.3355,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50593A001,Gujarat,MEHSANA,MEHS,23,35,1.45379,23 35 1.45379197318659,72,24,47.50123,72 24 47.5012318461668,36.11309,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50594A001,Tripura,MELAGHAR,MELA,23,30,30.03011779,23 30 30.030117786,91,19,47.85322158,91 19 47.853221576,-26.782896,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50595A001,Kerla,MELUKAVUMATTA,MTTA,9,47,46.73812,9 47 46.738121518421,76,45,17.92344,76 45 17.9234379032974,71.36122,Kerla & Lakshdweep Wing,Hexagon
50596A001,Arunanchal Pradesh,MIAO,MIAO,27,29,10.05611906,27 29 10.056119061,96,12,17.26699121,96 12 17.266991211,221.620373,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50597A001,Arunanchal Pradesh,MIGGING,MIGG,28,51,4.973446906,28 51 4.973446906,94,47,23.9955716,94 47 23.995571595,1007.472474,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50598A001,Uttarpradesh,MILKIPUR,MILK,26,36,33.26011,26 36 33.2601074557825,81,55,55.97021,81 55 55.970211826776,39.7853,Uttar Pradesh Geo-spatial Directorate,Trimble
50599A001,Nagaland,MIMI,MIMI,25,42,21.90804768,25 42 21.908047675,94,54,12.42740952,94 54 12.427409515,1526.51336,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50600A001, Lakshdweep,MINICOY,MINI,8,16,58.484842,8 16 58.4848415118711,73,3,23.438096,73 3 23.4380956311307,-80.68039,Kerla & Lakshdweep Wing,Hexagon
50601A001,Punjab,MOGA,MOGA,30,50,35.08127973,30 50 35.0812797331998,75,10,42.21784715,75 10 42.217847146466,177.3987153,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50602A001,West Bengal,MOGRARA,MOGR,22,57,57.89573,22 57 57.8957305526892,88,22,13.0616,88 22 13.0616007943688,-48.62571,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50603A001,Uttarpradesh,MOHAMMADI,MHMD,27,56,55.10639,27 56 55.1063918457825,80,12,37.59948,80 12 37.599479046776,102.5334,Uttar Pradesh Geo-spatial Directorate,Trimble
50604A001,Madhya Pradesh,MOHANA,MOHN,25,54,10.34024,25 54 10.3402433972086,77,46,36.66863,77 46 36.6686340467642,262.21894,Madhya Pradesh Geo-spatial Directorate,Trimble
50605A001,Madhya Pradesh,MOHANGARH,MHGR,24,59,5.63007,24 59 5.63006640036535,78,40,39.42789,78 40 39.4278922239919,255.36788,Madhya Pradesh Geo-spatial Directorate,Trimble
50606A001,Maharashtra,MOHOL,MOHL,17,48,34.61855,17 48 34.61855,75,38,8.75701,75 38 8.75701,393.6195,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50607A001,Rajasthan,MOKALSAR,MOKA,29,0,49.3103,29 0 49.3103,73,50,54.9018,73 50 54.9018,163.2733738,Rajasthan Geo-spatial Directorate,Trimble
50608A001,Bihar,MOKAMA,MOKM,25,23,19.573992,25 23 19.5739919359623,85,54,11.870513,85 54 11.8705126587204,-15.956203,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50609A001,Uttarakhand,MORI,MORI,31,1,20.38193,31 1 20.3819322257825,78,2,41.29268,78 2 41.292678626776,1118.2694,Uttarakhand  Geo-spatial Directorate,Trimble
50610A001,Assam,MORIGAON,MORG,26,14,50.44642997,26 14 50.446429969,92,20,22.26779069,92 20 22.267790694,9.783218,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50611A001,Karnataka,MUDDEBHIL,MBIL,16,20,10.75107,16 20 10.75107,76,7,42.45738,76 7 42.45738,507.1911,Karnataka Geo-spatial Directorate,Hexagon
50612A001,Karnataka,MUDIGERE,MGRE,13,8,15.79774,13 8 15.79774,75,38,30.58758,75 38 30.58758,887.6637,Karnataka Geo-spatial Directorate,Hexagon
50613A001,Maharashtra,MULC,MULC,19,40,49.71605,19 40 49.71605,80,0,26.02471,80 0 26.02471,103.1653,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50614A001,Maharashtra,MULS,MULS,20,3,30.26002,20 3 30.26002,79,39,38.09488,79 39 38.09488,134.466,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50615A001,Madhya Pradesh,MUNGAOLI,MUNG,24,24,7.468525,24 24 7.46852480891892,78,6,32.614927,78 6 32.6149273823254,351.724822,Madhya Pradesh Geo-spatial Directorate,Trimble
50616A001,Bihar,MUNGER,MNGE,25,22,8.460162,25 22 8.46016220071056,86,28,49.42091,86 28 49.420910279853,-13.910756,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50617A001,Kerla,MUNNAR,MUAR,10,5,21.7585,10 5 21.7585,77,3,41.48619,77 3 41.48619,1404.4886,Kerla & Lakshdweep Wing,Hexagon
50618A001,Uttarakhand,MUNSIYARI,MUNS,30,3,44.83665,30 3 44.8366535457825,80,14,26.7483,80 14 26.748297316776,2228.8172,Uttarakhand  Geo-spatial Directorate,Trimble
50619A001,Kerla,MUTHANGA,MUGA,11,39,50.96145,11 39 50.9614507157217,76,20,30.8294,76 20 30.8293998787887,762.62253,Kerla & Lakshdweep Wing,Hexagon
50620A001,Tamilnadu,MUTHANGA,,11,39,50.96115,11 39 50.9611500320198,76,20,30.82968,76 20 30.8296761281865,762.64311,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50621A001,Bihar,MUZAFFARPUR,MUZA,26,8,41.648632,26 8 41.648631848885,85,21,58.383311,85 21 58.3833108589992,-9.148655,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50622A001,Rajasthan,MYAJLAR,MYAJ,26,15,22.40869,26 15 22.40868986,70,22,55.17135,70 22 55.17135492,71.5952,Rajasthan Geo-spatial Directorate,Trimble
50623A001,Odisha,NABARANGPUR,NABA,19,15,19.22783,19 15 19.2278317,82,32,37.62424,82 32 37.62423572,523.98484,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50624A001,Punjab,NABHA,NABH,30,21,51.05487977,30 21 51.0548797739628,76,7,59.0593057,76 7 59.0593056963954,202.2029331,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50625A001,Rajasthan,NACHNA,NACH,27,30,16.34681,27 30 16.346808,71,43,52.21699,71 43 52.216986,102.4407,Rajasthan Geo-spatial Directorate,Trimble
50626A001,Gujarat,NADIAD,NADI,22,42,17.13771,22 42 17.1377147503513,72,50,4.3266,72 50 4.32659822249341,-19.83716,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50627A001,Rajasthan,NADOL,NADO,25,22,13.9593,25 22 13.9593028611407,73,27,9.75882,73 27 9.75882009239088,267.756,Rajasthan Geo-spatial Directorate,Trimble
50628A001,Tamilnadu,NAGAPATNAM,NAGA,10,47,59.77125,10 47 59.7712511833576,79,50,19.09653,79 50 19.0965283049049,-72.73447,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50629A001,Telangana,NAGARKURNOOL,NGRK,16,28,32.22571,16 28 32.2257144279973,78,20,2.4623,78 20 2.46230425733797,370.29491,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50630A001,Madhya Pradesh,NAGDA,NAGD,23,27,10.58776,23 27 10.5877615826278,75,25,13.84124,75 25 13.8412354889536,420.90748,Madhya Pradesh Geo-spatial Directorate,Trimble
50631A001,Himachal Pradesh,NAHAN,NAHA,30,32,33.40937,30 32 33.4093723378208,77,17,23.35867,77 17 23.3586720335794,559.95239,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50632A001,Madhya Pradesh,NAINPUR,NAIN,22,26,0.88805,22 26 0.888052723,80,6,25.65144,80 6 25.65144178,381.46649,Madhya Pradesh Geo-spatial Directorate,Trimble
50633A001,Uttarpradesh,NAJIBABAD,NJBD,29,36,29.66386,29 36 29.6638635165036,78,20,22.2894,78 20 22.2894004714219,219.7937,Uttar Pradesh Geo-spatial Directorate,Trimble
50634A001,Gujarat,NALIYA,NIYA,23,15,19.4899,23 15 19.489896027014,68,50,21.39849,68 50 21.3984864025544,-24.47678,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50635A001,Arunanchal Pradesh,NAMDONG,NAMD,25,39,21.70466959,25 39 21.704669589,92,18,56.18064962,92 18 56.180649617,963.578489,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50636A001,Arunanchal Pradesh,NAMSAI,NAMS,27,40,1.491242548,27 40 1.491242548,95,52,6.286179941,95 52 6.286179941,95.826291,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50637A001,Maharashtra,NANDAGAON KHANDE,NANK,20,40,52.17784,20 40 52.17784,77,49,46.55129,77 49 46.55129,233.0972,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50638A001,Odisha,NANDAPUR,NAND,18,33,41.4169,18 33 41.4169047649933,82,44,12.04929,82 44 12.0492912973935,830.68933,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50639A001,Maharashtra,NANNDESWAR TAL,NTAL,17,21,56.70381,17 21 56.70381,75,22,5.38376,75 22 5.38376,469.4482,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50640A001,Uttarpradesh,NANPARA,NANP,27,51,1.19855,27 51 1.1985533107825,81,30,45.52577,81 30 45.525770006776,81.0039,Uttar Pradesh Geo-spatial Directorate,Trimble
50641A001,Gujarat,NARALI,NARL,23,6,50.56841,23 6 50.5684139044942,71,25,7.23501,71 25 7.23501073050243,-34.87467,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50642A001, Haryana,NARAYANGARH,NARA,30,28,58.87176,30 28 58.87176384,77,7,42.49525,77 7 42.4952483,282.8758,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50643A001,Telangana,NARAYANPET,NRYP,16,44,23.37604,16 44 23.3760449897868,77,30,21.00561,77 30 21.0056106221001,376.63535,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50644A001,Rajasthan,NARAYANPUR,,27,31,36.24048381,27 31 36.2404838065013,76,19,38.3757333,76 19 38.3757333012344,333.8581793,Rajasthan Geo-spatial Directorate,Trimble
50645A001,Chhattisgarh,NARAYANPURCG,NPCG,19,43,12.55566,19 43 12.55566,81,14,44.73582,81 14 44.73582,485.66293,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50646A001,Telangana,NARKETPALLY,NARK,17,12,27.17988,17 12 27.179877582356,79,11,18.11658,79 11 18.1165834058212,204.00674,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50647A001,Odisha,NARLA,NALA,20,2,53.11481,20 2 53.1148107075301,83,21,47.81552,83 21 47.815523801966,178.39581,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50648A001,Madhya Pradesh,NARSINGHGARH,NARS,23,42,13.55373,23 42 13.5537261461273,77,6,15.58419,77 6 15.5841858295154,403.04476,Madhya Pradesh Geo-spatial Directorate,Trimble
50649A001,Maharashtra,NASHIK,NASK,20,1,52.91015,20 1 52.91015,73,42,56.67036,73 42 56.67036,528.7193,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50650A001,Madhya Pradesh,NASRULLAGANJ,NSRG,22,41,1.84445,22 41 1.84445214176455,77,16,16.12495,77 16 16.1249546823846,241.44835,Madhya Pradesh Geo-spatial Directorate,Trimble
50651A001,Tamilnadu,NATHAM,NHAM,10,13,49.69113,10 13 49.6911330354713,78,13,22.41432,78 13 22.4143187808446,173.66896,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50652A001,Tamilnadu,NATRAMPALLI,NLKT,12,35,43.6402,12 35 43.6401964188385,78,30,58.06729,78 30 58.0672885936648,349.43732,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50653A001,Bihar,NAUGACHIA,NUGH,25,22,48.605481,25 22 48.6054806609068,87,6,24.39846,87 6 24.3984597857085,-20.447793,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50654A001,Uttarpradesh,NAUGARH,NAUG,27,16,46.48006,27 16 46.4800644457825,83,5,1.14167,83 5 1.14167157077603,23.7918,Uttar Pradesh Geo-spatial Directorate,Trimble
50655A001,Maharashtra,NAVAPUR,NPUR,21,9,9.42631,21 9 9.42631,73,48,21.66031,73 48 21.66031,104.2381,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50656A001,Bihar,NAWADA,NAWA,24,54,41.808174,24 54 41.8081744048927,85,32,6.900561,85 32 6.90056089724899,25.314219,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50657A001,Rajasthan,NAWGOAN,NAWG,27,38,58.31670782,27 38 58.3167078181661,76,52,8.267444387,76 52 8.26744438677589,178.0542433,Rajasthan Geo-spatial Directorate,Trimble
50658A001,West Bengal,NAXALBARI,NAXA,26,41,10.27674,26 41 10.2767432295561,88,12,47.85082,88 12 47.8508152180453,103.50128,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50659A001,Odisha,NAYAGARH,NAYA,20,7,30.77152,20 7 30.7715161280774,85,6,34.89447,85 6 34.8944700010171,33.63697,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50660A001,Rajasthan,NEEMKATHANA,NEEM,27,44,21.01927187,27 44 21.01927187,75,47,36.33362179,75 47 36.33362179,404.3170909,Rajasthan Geo-spatial Directorate,Trimble
50661A001,Telangana,NEKKONDA,NEKK,17,47,59.62219,17 47 59.6221867707746,79,48,23.0694,79 48 23.0693961238025,154.10436,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50662A001,Gujarat,NETRANG,NTNG,21,38,14.60539,21 38 14.605394801879,73,21,50.67943,73 21 50.6794313195535,69.13748,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50663A001,Uttarakhand,NEWTEHRI,NTHR,30,22,41.89424,30 22 41.8942434571114,78,26,15.18854,78 26 15.1885398501852,1636.1854,Uttarakhand  Geo-spatial Directorate,Trimble
50664A001,Telangana,NIDAMANOOR,NIDA,16,49,19.50969,16 49 19.5096891780929,79,22,4.96051,79 22 4.96050643524357,60.38014,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50665A001,Uttarpradesh,NIGHASAN,NIGH,28,14,18.7238,28 14 18.7237994457825,80,51,40.58207,80 51 40.582071446776,84.0805,Uttar Pradesh Geo-spatial Directorate,Trimble
50666A001,Kerla,NILAKKA,NILA,9,23,15.83545,9 23 15.8354508585893,77,0,57.95485,77 0 57.9548521016503,273.53351,Kerla & Lakshdweep Wing,Hexagon
50667A001,Tamilnadu,NILAKOTTAI,NATR,10,10,0.05782,10 10 0.0578209436137915,77,51,10.55799,77 51 10.557987706391,136.96905,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50668A001,Rajasthan,NIMA,NIMA,28,28,3.864763185,28 28 3.86476318464724,75,28,43.46875893,75 28 43.4687589309286,220.5093363,Rajasthan Geo-spatial Directorate,Trimble
50669A001,Maharashtra,NIPHAD DEOGAON,NPGN,20,1,50.83285,20 1 50.83285,74,15,37.80424,74 15 37.80424,466.6896,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50670A001,Rajasthan,NIWAI,NWAI,26,22,10.23765016,26 22 10.2376501624057,75,53,32.17203473,75 53 32.1720347331716,279.95529,Rajasthan Geo-spatial Directorate,Trimble
50671A001,Madhya Pradesh,NIWALI,NIWA,21,40,37.39961,21 40 37.399614,74,54,45.18482,74 54 45.184821,405.9831,Madhya Pradesh Geo-spatial Directorate,Trimble
50672A001,Madhya Pradesh,NIWAS,NWAS,23,2,42.86513,23 2 42.8651346188223,80,26,25.47977,80 26 25.4797667543917,605.73299,Madhya Pradesh Geo-spatial Directorate,Trimble
50673A001,Telangana,NIZAMABAD,NIZM,18,41,38.53203,18 41 38.5320323267503,78,2,42.66219,78 2 42.6621889585548,327.18293,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50674A001,Telangana,NIZAMSAGAR,NIZA,18,13,35.29503,18 13 35.295034641372,77,55,56.83352,77 55 56.8335219933743,332.43899,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50675A001,Mizoram,NOGPA,NOGP,23,53,27.88189789,23 53 27.881897893,93,12,43.73763948,93 12 43.737639484,1195.858793,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50676A001,Nagaland,NOKLAK,NOKL,26,11,24.65287345,26 11 24.652873447,95,0,52.89089049,95 0 52.890890485,1339.794856,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50677A001,Arunanchal Pradesh,NONGPOH,NONP,25,54,57.4261577,25 54 57.426157698,91,52,36.11975919,91 52 36.119759192,492.643254,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50678A001,Arunanchal Pradesh,NONGSTOIN,NONG,25,31,33.41784224,25 31 33.417842236,91,15,47.6712614,91 15 47.671261399,1292.920052,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50679A001,Telangana,NOOTHANKAL,NOOT,17,19,52.73244,17 19 52.7324428901403,79,41,47.13577,79 41 47.1357682763019,104.75003,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50680A001,Madhya Pradesh,NOWROZABAD,NOWR,23,21,55.79018,23 21 55.7901794157073,80,59,35.65769,80 59 35.6576938042513,392.78588,Madhya Pradesh Geo-spatial Directorate,Trimble
50681A001,Odisha,NUAGAON,NUAG,20,8,57.77381,20 8 57.7738125719932,84,0,40.69165,84 0 40.6916511754642,518.76064,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50682A001,Odisha,NUAPADA,NUAP,20,47,1.10645,20 47 1.10645109514052,82,32,23.67286,82 32 23.6728631468467,291.57133,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50683A001, Haryana,NUH,NUH_,28,6,42.25445,28 6 42.25445476,77,1,39.24524,77 1 39.24524286,141.6012,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50684A001,Himachal Pradesh,NURPUR,NURP,32,17,33.39334,32 17 33.39334,75,53,28.25815,75 53 28.25815,514.293,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50685A001,Tamilnadu,ODDANCHATHRAM,ODDA,10,28,57.42794,10 28 57.427936299809,77,43,50.2033,77 43 50.2032991240222,208.01556,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50686A001,Rajasthan,OSIAN,OSIA,26,43,53.52168,26 43 53.521676,72,54,3.23741,72 54 3.237405,287.5737,Rajasthan Geo-spatial Directorate,Trimble
50687A001,Odisha,PABRITANAGAR,PABR,21,8,7.73922,21 8 7.73921869614466,85,9,57.05872,85 9 57.0587157815513,37.83478,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50688A001,Rajasthan,PACHALA,PCHL,25,57,25.11157,25 57 25.1115653284607,76,13,18.2194,76 13 18.2194004995077,223.4303,Rajasthan Geo-spatial Directorate,Trimble
50689A001,Rajasthan,PACHPADRA,PACH,25,50,14.4357,25 50 14.4357,72,15,20.63703,72 15 20.637028,67.681,Rajasthan Geo-spatial Directorate,Trimble
50690A001,Odisha,PADAMPUR,PDMP,21,0,2.30375,21 0 2.30374830853347,83,3,43.33785,83 3 43.3378520527166,148.91152,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50691A001,Maharashtra,PAITHAN,PTHN,19,28,57.86951,19 28 57.86951,75,23,26.7721,75 23 26.7721,385.7324,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50692A001,Chhattisgarh,PAKHANJUR,PKHN,20,2,21.39508,20 2 21.3950762316321,80,37,37.06379,80 37 37.0637852707162,263.96163,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50693A001,Jharkhand,PAKUR SADAR,PAAR,24,38,21.51547,24 38 21.5154743,87,49,33.36526,87 49 33.36525798,-9.24816,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50694A001,Maharashtra,PALAM,PLAM,19,0,32.18912,19 0 32.18912,76,56,58.04611,76 56 58.04611,313.4651,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50695A001,Gujarat,PALANPUR,PALA,24,10,20.08848,24 10 20.0884811313432,72,26,55.27782,72 26 55.2778154647277,179.43723,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50696A001,Tamilnadu,PALAYAMKOTTAI,PYKT,8,43,35.68141,8 43 35.6814058362566,77,42,56.39681,77 42 56.3968132103883,-52.21183,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50697A001,Arunanchal Pradesh,PALIN,PALI,27,41,50.06917374,27 41 50.06917374,93,37,59.00681777,93 37 59.006817771,877.308421,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50698A001,Tamilnadu,PALLIPATTU,PLPT,13,19,26.5491,13 19 26.5491004155899,79,26,27.53284,79 26 27.5328430286029,81.48558,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
